cerclis_id,name,address,county,state,hrs_score,reason,proposed,listed,construction_completed,partially_deleted,deleted,report,latitude,longitude
,,,,South Carolina,,,,,,,,,,
SCD980558050,Townsend Saw Chain Co.,,Richland,South Carolina,,,6/24/1988,2/21/1990,9/23/1999,,,,,
SCD980839542,Elmore Waste Disposal,,Spartanburg,South Carolina,,,6/24/1988,3/31/1989,9/24/1998,,,,,
SCD991279324,"Leonard Chemical Co., Inc.",,York,South Carolina,,,9/8/1983,9/21/1984,,,,,,
SCD980844005,Rock Hill Chemical Co.,,York,South Carolina,,,6/24/1988,2/21/1990,12/31/1996,,,,,
SDD987673985,Gilt Edge Mine,,Lawrence,South Dakota,,"Sulfide waste rock and exposed ore zones contain heavy metals, including 
arsenic, cadmium, chromium, copper, lead, nickel, silver and zinc. These 
heavy metals, in addition to cobalt and manganese, have been found in 
Strawberry Creek. Elevated nitrates and sulfates are also present in heap 
leach residues.",5/11/2000,12/1/2000,–,–,–,,,
SDD980717136,Whitewood Creek,,Lawrence,South Dakota,,"Heavy metals, including arsenic, cadmium, copper, silver, mercury and 
cyanide contaminate soil, ground water, and surface water.[10][11]",12/30/1982,9/8/1983,9/25/1992,–,8/13/1996,,,
SD2571924644,Ellsworth Air Force Base,,Meade and Pennington,South Dakota,,"On-site shallow monitoring wells downgradient from the landfills and burn 
pit are contaminated with 1,1-dichloroethane, 1,2-dichloroethylene, 
trichloroethylene, arsenic, and chromium.[12][13]",10/26/1989,8/30/1990,9/10/1999,12/4/2006,–,,,
SDD000823559,Williams Pipe Line Co. Disposal Pit,,Minnehaha,South Dakota,,"Sediment in the 7 foot deep unlined pit measuring 9 feet by 9 feet contains 
barium, beryllium, chromium, copper, iron, lead, zinc, benzene, toluene, 
xylene, polynuclear aromatic hydrocarbons, and pesticides. Ground water 
near the pit is contaminated with 4,4'-DDD, 4,4'-DDT, gamma-chlordane, 
beta-BHC, and lead.[14][15]",10/26/1989,8/30/1990,9/29/1994,–,4/2/1999,,,
TND007018799,"American Creosote Works, (Jackson Plant)",,Madison,Tennessee,,"Groundwater, surface water, soil and sediments were contaminated by VOCs, 
PAHs and heavy metals from former wood treatment operations.",10/15/1984,6/10/1986,5/24/2000,–,–,,,
TND980729172,Amnicola Dump,,Hamilton,Tennessee,,"Former dumping activities led to contamination by pesticides, PAHs, VOCs, heavy 
metals, PCBs, inorganic compounds and persistent organic pollutants, among 
other substances. Leachates had elevated levels of organic compounds and 
groundwater was contaminated by chromium, though municipal wells were 
unaffected.[10][11]",12/30/1982,9/8/1983,9/28/1993,–,4/30/1996,,,
TND980468557,Arlington Blending & Packaging,,Shelby,Tennessee,,"Operations, spills and leakage at a pesticide processing facility led to 
soil contamination by chlordane, heptachlor, endrin, PCP and arsenic and 
shallow groundwater contamination by PCP and DCE. The site has been cleaned 
up and is now a neighborhood park.[12][13]",,7/22/1987,7/24/1997,–,–,,,
TN8570024044,Arnold Engineering Development Center (USAF),,Coffee and Franklin,Tennessee,,"PCBs from the site have contaminated surface water, sediments and fish 
off-site. There is on-site contamination by PCBs, trichloroethane, methyl 
chloride and toluene and spills of jet fuel, rocket fuel, CFCs, nitric acid 
and other substances have been reported.[14][15]",8/23/1994,–,–,–,–,,,
TND044062222,Carrier Air Conditioning Co.,,Shelby,Tennessee,,"Two spills contaminated soil with TCE and sediments in a wastewater lagoon 
were contaminatd by zinc and TCE. In July 1986, TCE was found in the 
municipal water plant, which is close to the site.[16][17]",6/24/1984,2/21/1990,10/31/1995,–,–,,,
TND987768546,Chemet Co.,,Fayette,Tennessee,,"Unsecured slag piles from an antimony oxide plant contaminated soil, 
surface water and the fields of an adjacent school with lead, arsenic and 
antimony.[18][19]",1/18/1994,5/31/1994,5/15/1996,–,10/9/1996,,,
TN0001890839,Copper Basin Mining District,,Polk,Tennessee,,"Acidic drainage from waste materials has caused deforestation, leading to 
severe erosion, and led to high levels of metals in soil, sediments and 
surface water. Oils containing PCBs have leaked from abandoned 
transformers. Abandoned mine workings and deteriorating facilities and 
waste piles pose significant physical hazards.[20]",–,–,–,–,–,,,
TND980728992,Gallaway Pits,,Fayette,Tennessee,,"Unauthorized dumping in flooded former sand and gravel pits contaminated 
soil and surface water with pesticides, including chlordane and toxaphene, 
risking contamination of local private drinking water wells.[21][22]",12/30/1982,9/8/1983,7/18/1995,–,4/29/1996,,,
TND987767795,ICG Iselin Railroad Yard,,Madison,Tennessee,,"Soil and sediment contamination by lead and VOCs, including vinyl chloride 
and benzene.[23][24]",5/10/1993,12/16/1994,3/29/2000,–,1/7/2002,,,
TND073540783,ICG (Johnston Yard),,Shelby,Tennessee,,"Soil and groundwater are contaminated by metals, petroleum products, diesel 
fuel, and occasional solvents and pesticides. Contamination is not at a 
level to threaten worker health and groundwater contamination appears 
localized to the site.[25]",–,–,–,–,–,,,
TND980729115,Lewisburg Dump,,Marshall,Tennessee,,"Concerns were groundwater contamination, leachate generation and direct 
exposure to dumped industrial waste due to the deteriorating landfill cap.
[26][27]",12/30/1982,9/8/1983,9/28/1993,–,1/7/2002,,,
TND075453688,Mallory Capacitor Co.,,Wayne,Tennessee,,"Groundwater and private drinking water wells contaminated by PCBs and VOCs, 
including TCE and DCE.[28][29]",1/22/1987,10/4/1989,9/24/1996,–,–,,,
TN4210020570,Memphis Defense Depot (DLA),,Shelby,Tennessee,,"Ground water, sediment, soil and surface water are contaminated by 
substances including arsenic, dieldrin, PAHs, PCBs, PCE and TCE from 
operations at the Depot, which closed under BRAC.[30][31]",2/7/1992,10/14/1992,–,–,–,,,
TN0210020582,Milan Army Ammunition Plant,,Carroll and Gibson,Tennessee,,"Groundwater and soil contamination by TNT and RDX. The Memphis Sand Aquifer, 
which supplies water to 9,000 people in Milan is contaminated.[32][33]",10/15/1984,7/22/1987,–,–,–,,,
TND980728836,Murray-Ohio Dump,,Lawrence,Tennessee,,"Soil and groundwater were contaminated by heavy metals, including chromium, hexavalent 
chromium, nickel and zinc and by VOCs including DCE, TCE and PCE from 
former industrial and municipal landfill operations.[34][35]",12/30/1982,9/8/1983,9/24/1998,–,–,,,
TNSFN0407047,National Fireworks,,Shelby,Tennessee,,"Soil is contaminated by arsenic, lead, zinc, chromium, dieldrin and PCBs 
and groundwater by PCE, TCE, DCE and perchlorate.[36]",–,–,–,–,–,,,
TND980558894,North Hollywood Dump,,Shelby,Tennessee,,"Soil, groundwater, and pond sediments were contaminated with pesticides and heavy 
metals, including lead, copper and arsenic from former industrial waste 
dumping.[37][38]",12/30/1982,9/8/1983,7/1/1997,–,12/31/1997,,,
TN1890090003,Oak Ridge Reservation (USDOE),,Roane and Anderson,Tennessee,,"The site consists of hundreds of contaminated areas inside and around the 
Reservation, including three large production facilities dating from the Manhattan 
Project: the Oak Ridge National Laboratory, the former K-25 gaseous 
diffusion uranium enrichment plant and the Y-12 plant which formerly 
enriched uranium by an electromagnetic method and now performs nuclear 
weapons and energy functions. Leakage from buried waste and former 
processing facilities has contaminated soil, groundwater, surface water and 
sediments with substances including base neutral acids, inorganic compounds, 
metals, PAHs, PCBs, pesticides, radioactive materials and VOCs. 
Contamination outside the Reservation is mainly of surface water and 
sediments.[39][40]",7/14/1989,11/21/1989,–,–,–,,,
TND096070396,Ross Metals Inc.,,Fayette,Tennessee,,"Soil and surface water were contaminated by lead from a former secondary 
smelter. Groundwater lead contamination is being treated.[41][42]",12/23/1996,4/1/1997,9/16/2004,–,–,,,
TND987790300,Sixty One Industrial,,Shelby,Tennessee,,"Former industrial activities led to groundwater contamination by vinyl 
chloride, TCE, PCE, antimony, arsenic, barium, iron, manganese and thallium.
[43]",–,–,–,–,–,,,
TNN000407378,Smalley-Piper,,Shelby,Tennessee,,"Soil contamination by metals including chromium, copper and lead and 
groundwater and surface water contamination by hexavalent chromium from 
former tool manufacturing. Groundwater contamination has affected the Memphis 
Aquifer and two Collierville municipal wells have been taken out of service 
as a result.[44][45]",9/23/2004,4/27/2005,–,–,–,,,
TND098071061,Smokey Mountain Smelters,,Knox,Tennessee,,"The site contains an abandoned aluminum smelter and a former fertilizer 
manufacturing plant. Around 2,700 cubic yards of aluminum dross, contain heavy 
metals and water-soluble and corrosive salts such as aluminum nitride, sodium 
chloride and potassium chloride. There are also around 75,000 cu yd of salt 
cake. Groundwater is contaminated by arsenic, soils are contaminated by 
arsenic and PCBs and a nearby creek is contaminated by cadmium. Access to 
the site is unrestricted, so trespassers may come into contact with 
contaminants.[46]",3/4/2010,09/29/2010[47][48],–,–,–,,,
TND071516959,Tennessee Products,,Hamilton,Tennessee,,"Soil, groundwater, surface water and sediment, including the Chattanooga 
Creek are contaminated by pesticides, VOCs, PAHs, metals and PCBs from 
uncontrolled coal tar dumping.[49][50]",1/18/1994,9/29/1995,9/26/2008,–,–,,,
TND980559033,Velsicol Chemical Corp (Hardeman County),,Hardeman,Tennessee,,"Approximately 130,000 drums of waste from the company's Memphis pesticide 
plant were dumped on site, contaminating soil and groundwater with base 
neutral acids, pesticides, PAHs and VOCs. Contamination was found in 
private drinking water wells in 1979.[51][52]",12/30/1982,9/8/1983,8/13/1998,–,–,,,
TND980844781,Wrigley Charcoal Plant,,Hickman,Tennessee,,"Soil and groundwater are contaminated by wood tar chemicals, metals and VOCs 
from past industrial operations.[53][54]",6/24/1988,3/31/1989,–,–,–,,,
TX7572024605,Air Force Plant 4 (General Dynamics),,Tarrant,Texas,,,10/15/1984,8/30/1990,9/15/2006,–,–,,,
TXD008123168,ALCOA (Point Comfort)/Lavaca Bay,,Calhoun,Texas,,,6/23/1993,2/23/1994,7/23/2007,–,–,,,
TXD980864649,Bailey Waste Disposal,,Bexar,Texas,,,10/15/1984,6/10/1986,9/14/1998,–,10/15/2007,,,
TXN000606565,Bandera Road Ground Water Plume,,Bexar,Texas,,,9/27/2006,3/7/2007,–,–,–,,,
TXD980340889,"Bio-Ecology Systems, Inc.",,Dallas,Texas,,,12/30/1982,9/8/1983,4/12/1993,–,8/5/1996,,,
TX0000605264,Brine Service Company,,Nueces,Texas,,,9/13/2001,9/5/2002,–,–,–,,,
TXD980625453,"Brio Refining, Inc.",,Harris,Texas,,"Groundwater, soil, surface water contaminated with volatile organic 
compounds including 1,1,2-trichloroethane, 1,2-dichloroethene, 
1,1-dichloroethane, 1,2-dichloroethane, 1,1-dichloroethene, vinyl chloride, 
phenanthrene, fluoranthene, copper, styrene, ethylbenzene, and bis-(2-chloroethyl) 
ether.[17]",10/15/1984,3/31/1989,4/28/2004,–,12/28/2006,,,
TXN000606965,Circle Court Ground Water Plume,,Parker,Texas,,,3/15/2015,9/18/2012,–,–,–,,,
TX0001399435,City of Perryton Well No. 2,,Ochiltree,Texas,,,9/29/1998,1/19/1999,9/30/2003,–,–,,,
TXD008091951,Conroe Creosoting Company,,Montgomery,Texas,,,4/30/2003,9/29/2003,9/30/2003,–,–,,,
TXD990707010,Crystal Chemical Co.,,Harris,Texas,,,7/1/1982,9/8/1983,10/2/2003,–,–,,,
TXD980864763,Crystal City Airport,,Zavala,Texas,,,10/15/1984,6/10/1986,12/26/1991,–,3/23/1995,,,
TXD089793046,"Dixie Oil Processors, Inc.",,Harris,Texas,,,6/24/1988,10/4/1989,6/9/1993,–,8/21/2006,,,
TX0000605363,Donna Reservoir and Canal System,,Hidalgo,Texas,,,4/19/2006,3/19/2008,–,–,–,,,
TXN000606614,East 67th Street Ground Water Plume,,Ector,Texas,,,9/27/2006,3/7/2007,–,–,–,,,
TXD086278058,Falcon Refinery,,San Patricio,Texas,,,9/5/2002,9/16/2011,–,–,–,,,
TXD980514814,"French, Ltd.",,Harris,Texas,,,7/1/1982,9/8/1983,9/26/1994,–,–,,,
TXD007330053,Garland Creosoting,,Gregg,Texas,,,7/22/1999,10/22/1999,8/12/2010,–,–,,,
TXD980748453,Geneva Industries/Fuhrmann Energy,,Harris,Texas,,,9/1/1983,9/21/1984,9/14/1993,4/8/1997,–,,,
TXD980748453,Gulfco Marine Maintenance,,Brazoria,Texas,,,9/5/2002,4/30/2003,9/29/2011,–,–,,,
TXD980745582,Harris (Farley Street),,Harris,Texas,,,7/23/1982,9/8/1983,4/18/1988,–,4/18/1988,,,
TXD050299577,Hart Creosoting Company,,Jasper,Texas,,,4/23/1999,7/22/1999,9/12/2008,–,–,,,
TXD980514996,Highlands Acid Pit,,Harris,Texas,,,7/23/1982,9/8/1983,6/29/1992,–,–,,,
TXD008096240,Jasper Creosoting Company Inc,,Jasper,Texas,,,3/1/1998,7/28/1998,9/12/2008,–,–,,,
TXN000605460,Jones Road GW Plume,,Harris,Texas,,,4/30/2003,9/29/2003,–,–,–,,,
TXD980623904,"Koppers Co, Inc. (Texarkana Plant)",,Bowie,Texas,,,10/15/1984,6/10/1986,8/20/2002,–,–,,,
TX7213821831,Lone Star Army Ammunition Plant,,Bowie,Texas,,"Soil contaminated with tetryl, mercury, chromium, and lead.[37]",10/15/1984,7/22/1987,9/24/2002,–,–,,,
TX6213820529,Longhorn Army Ammunition Plant,,Harrison,Texas,,"Groundwater contaminated with methylene chloride and trichloroethene. 
Perchlorate, lead, and mercury were also found on the site and in nearby 
streams.[38]",7/14/1989,8/30/1990,–,–,–,,,
TXN000607441,Main Street Ground Water Plume,,Burnet,Texas,,,3/26/2015,9/30/2015,–,–,–,,,
TXD980864789,"Malone Service Company, Inc.",,Galveston,Texas,,,8/24/2000,6/14/2001,–,–,–,,,
TXD008083404,"Many Diversified Interests, Inc.",,Harris,Texas,,,9/29/1998,1/19/1999,8/31/2009,8/16/2010,–,,,
TXN000606668,Midessa Ground Water Plume,,Midland,Texas,,,4/19/2006,3/19/2008,–,–,–,,,
TXD980629851,"Motco, Inc.",,Galveston,Texas,,,–,9/8/1983,9/30/1997,–,–,,,
TXD980873343,North Cavalcade Street,,Harris,Texas,,,10/15/1984,6/10/1986,8/31/2011,–,–,,,
TXN000606760,North East 2nd Street (formerly Attebury Grain Storage Facility),,Swisher,Texas,,,3/19/2008,4/9/2009,–,–,–,,,
TXD980867279,Odessa Chromium#1,,Ector,Texas,,,10/15/1984,6/10/1986,3/16/1994,–,–,,,
TXD980697114,Odessa Chromium#2 (Andrews Highway),,Ector,Texas,,,10/15/1984,6/10/1986,9/9/1994,–,7/19/2004,,,
TXD980513808,Old ESCO Manufacturing,,Hunt,Texas,,,–,9/3/2008,9/29/2011,–,–,,,
TXD068104561,Palmer Barge Line,,Jefferson,Texas,,,5/11/2000,7/27/2000,9/28/2007,–,2/6/2012,,,
TX4890110527,Pantex Plant (USDOE),,Carson,Texas,,"Acetone, toluene, tetrahydrofuran, trichloroethylene (TCE), bromoform, 
1,2-dichloroethane, arsenic, barium, chromium, lead, mercury, and silver in 
waste waters. Acetone, TCE, tetrahydrofuran, toluene, 1,2-dichloroethane, 
2-butanone, tetrachloroethylene, and 1,1,1-trichloroethane in soil. 
Principal soil and water contaminants are RDX, trinitrotoluene (TNT), depleted 
uranium, hexavalent chromium, perchlorate, and trichloroethene (TCE).[49]",7/29/1991,5/31/1994,7/29/2009,–,–,,,
TX0000605329,Patrick Bayou,,Harris,Texas,,,6/14/2001,9/5/2002,–,–,–,,,
TXD980699656,Pesses Chemical Co.,,Tarrant,Texas,,,10/15/1984,6/10/1986,9/28/1992,–,9/28/1995,,,
TXD980873350,"Petro-Chemical Systems, (Turtle Bayou)",,Liberty,Texas,,,10/15/1984,6/10/1986,9/30/2010,–,–,,,
TXD057577579,R & H Oil/Tropicana,,Bexar,Texas,,,6/14/2001,–,–,–,–,,,
TXD066379645,Rockwool Industries Inc,,Bell,Texas,,,3/6/1998,9/29/1998,9/29/2005,–,–,,,
TXD079348397,RSR Corp.,,Dallas,Texas,,,5/10/1993,9/29/1995,9/28/2004,10/16/2007,–,,,
TXN000605649,Sandy Beach Road Ground Water Plume,,Tarrant,Texas,,,4/27/2005,9/14/2005,–,–,–,,,
TXN000606611,San Jacinto River Waste Pits,,Harris,Texas,,,4/19/2006,3/19/2008,–,–,–,,,
TXD062132147,Sheridan Disposal Services,,Waller,Texas,,,6/10/1986,3/31/1989,5/1/2006,–,–,,,
TXD980513956,Sikes Disposal Pits,,Harris,Texas,,,10/1/1981,9/8/1983,1/30/1995,–,–,,,
TXD980873327,Sol Lynn/Industrial Transformers,,Harris,Texas,,,10/15/1984,3/31/1989,9/29/1993,–,–,,,
TXD980810386,South Cavalcade Street,,Harris,Texas,,,10/15/1984,6/10/1986,9/15/2000,–,–,,,
TX0001407444,Sprague Road Ground Water Plume,,Ector,Texas,,,4/1/1997,9/25/1997,9/29/2003,–,–,,,
TX0001414341,Star Lake Canal,,Jefferson,Texas,,,7/22/1999,7/27/2000,–,–,–,,,
TXD099801102,State Marine of Port Arthur,,Jefferson,Texas,,,3/1/1998,7/28/1998,6/22/2007,–,2/6/2012,,,
TXSFN0605177,State Road 114 Ground Water Plume,,Hockley,Texas,,,7/22/1999,10/22/1999,9/1/2009,–,–,,,
TXD055337281,"Stewco, Inc.",,Harrison,Texas,,,10/15/1984,6/10/1986,9/14/1992,–,10/4/1995,,,
TXD008056152,Texarkana Wood Preserving Co.,,Bowie,Texas,,,4/10/1985,6/10/1986,9/21/2012,–,–,,,
TXD062113329,Tex-Tin Corp,,Galveston,Texas,,,6/17/1996,9/18/1998,9/20/2004,10/15/2002,–,,,
TXD055143705,Triangle Chemical Co.,,Orange,Texas,,,12/1/1982,7/1/1983,9/27/1990,–,4/8/1997,,,
TXD980745574,United Creosoting Co.,,Montgomery,Texas,,,9/1/1983,9/21/1984,9/30/1999,–,–,,,
TXN000607093,US Oil Recovery,,Harris,Texas,,"Arsenic, barium, cobalt, manganese, mercury, silver, vanadium, acetone, 
benzene, toluene, ethyl benzene, methyl ethyl ketone, naphthalene and bis(2-ethylhexyl) 
phthalate were present in onsite sources.[71]",3/15/2012,9/8/2012,–,–,–,,,
TXD007357932,Van der Horst USA Corporation,,Kaufman,Texas,,"Spent kerosene, wastewater treatment sludge, and chromium contaminated 
wastewater and soil.[72]",–,3/4/2010,–,–,–,,,
TXN000606992,West County Road 112 Ground Water,,Midland,Texas,,"Ground water plume of chromium and hexavalent chromium with no identified 
source.[73]",–,3/10/2011,–,–,–,,,
UT0001119296,Bountiful/Woods Cross PCE Plume,,Davis,Utah,,"Groundwater contamination by VOCs, primarily PCE and TCE, from petroleum 
distribution and dry cleaning companies.",12/1/2000,9/13/2001,–,–,–,,,
UTD988075719,Davenport and Flagstaff Smelters,,Salt Lake,Utah,,Soil contamination by lead and arsenic from smelting.[10],12/1/2000,4/30/2003,–,10/19/2004,–,,,
UT0002240158,Eureka Mills,,Juab,Utah,,Soil contamination by lead and arsenic from mining and milling.[11],6/14/2001,9/5/2002,–,–,–,,,
UTN000802654,Five Points PCE Plume,,Davis,Utah,,Groundwater contamination by PCE from an unknown source.[12],3/7/2007,9/19/2007,–,–,–,,,
UT0571724350,Hill Air Force Base,,Davis and Weber,Utah,,"Air, soil and groundwater contamination by VOCs, chromium, cadmium, 
manganese and arsenic from Air Force maintenance activities.[13]",10/15/1984,7/22/1987,–,–,–,,,
UT0001277359,Intermountain Waste Oil Refinery,,Davis,Utah,,Stored waste and solvent contamination of soil and groundwater.[14],10/12/1999,5/11/2000,10/1/2004,–,–,,,
UTD093120921,International Smelting and Refining,,Tooele,Utah,,"Arsenic, cadmium, copper, lead, mercury and zinc contamination of soil.[15]",4/23/1999,7/27/2000,9/27/2007,–,–,,,
UT0002391472,Jacobs Smelter,,Tooele,Utah,,Lead and arsenic contamination of soil.[16],7/22/1999,2/4/2000,–,"09/04/2001
11/29/2005",–,,,
UTD070926811,Kennecott (North Zone),,Salt Lake,Utah,,"Soil, groundwater, surface water and sludge contaminated by lead, arsenic 
and selenium from ore smelting and processing.[17]",1/18/1994,Deferred,–,–,–,,,
UTD081834277,Midvale Slag,,Salt Lake,Utah,,"Soil, air, ground water, surface water, sediment and solid waste 
contaminated by lead, arsenic, chromium and cadmium from smelting.[18]",6/10/1986,2/11/1991,–,–,–,,,
UT3890090035,Monticello Mill Tailings (DOE),,San Juan,Utah,,"Soil, groundwater, surface water, sediment and solid waste contaminated by 
uranium, thorium-230, radium-226, radon-222 and heavy metals including 
arsenic, selenium, vanadium, molybdenum and manganese from uranium milling 
operations associated with the Manhattan Project.[19]",7/14/1989,11/21/1989,9/29/2004,10/14/2003,–,,,
UTD980667208,Monticello Radioactive Contaminated Properties,,San Juan,Utah,,"Debris and soil and air contamination by radioactive dust and tailings from 
the Minticello Mill, and radon from radioactive decay.[20]",10/15/1989,6/10/1986,9/2/1999,–,2/28/2000,,,
UTD980951420,Murray Smelter,,Salt Lake,Utah,,"Groundwater, surface water, soil, sediment and debris contaminated by lead 
and arsenic from former ASARCO smelter.[21]",1/18/1994,–,–,–,–,,,
UT9210020922,Ogden Defense Depot (DLA),,Weber,Utah,,"Debris; groundwater contamination contaminated by VOCs; soil contamination 
by semi-volatile compounds, metals including arsenic, lead, zinc, cadmium, 
mercury and barium and pesticides.[22]",10/15/1984,7/22/1987,9/28/1995,–,–,,,
UTD093119196,Petrochem Recycling Corp./Ekotek Plant,,Salt Lake,Utah,,"Liquid waste, debris and residuals; groundwater, surface water and soil 
contamination by oil refining and recycling wastes, PCBs and acidic sludge. 
An owner and an operator of the plant were subsequently convicted of 
environmental crimes.[23]",7/29/1991,10/14/1992,4/12/2000,–,6/30/2003,,,
UTD980718670,Portland Cement,,Salt Lake,Utah,,"Debris and soil, air groundwater contamination from arsenic, lead, chromium, 
cadmium and molybdenum contained in cement kiln dust dumped on site.[24]",10/15/1984,6/10/1986,8/18/1998,–,–,,,
UTD980952840,Richardson Flat Tailings,,Summit,Utah,,"Groundwater, surface water and air contamination by arsenic, cadmium, copper, 
lead, mercury, silver and zinc from mining and milling.[25]",2/7/1992,–,–,–,–,,,
UTD980635452,Rose Park Sludge Pit,,Salt Lake,Utah,,"Solid waste and soil contamination from dumped acidic petroleum refinery 
waste sludge containing PAHs and sulfur dioxide, with potential for 
groundwater contamination.[26]",12/30/1982,9/18/1983,6/17/1992,–,6/3/2003,,,
UTD980951388,Sharon Steel Corporation (Midvale Tailings),,Salt Lake,Utah,,"Liquid waste and air, surface water, groundwater and soil contamination by 
lead, arsenic, iron, manganese, zinc and other heavy metals. Local 
residents had been using tailings from the site for gardening and 
children's sandboxes.[27]",10/15/1984,8/30/1994,5/12/1999,–,9/24/2004,,,
UT3213820894,Tooele Army Depot (North Area),,Tooele,Utah,,"Solid waste, debris and groundwater and soil contamination by explosives, 
lead, cadmium, barium, pesticides, hydrocarbons, solvents, waste oils and 
PCBs from maintenance, munitions disposal and other industrial activities.
[28]",10/15/1984,8/30/1990,–,–,–,,,
UTN000802704,U.S. Magnesium,,Tooele,Utah,,"Largely uncontrolled release of heavy metals, acidic waste, PCBs, dioxins, 
furans, HCB and PAHs into the air, soil, surface water, and groundwater.[29]",9/3/2008,11/4/2009,–,–,–,,,
UTD980667240,Utah Power & Light/American Barrel Co.,,Salt Lake,Utah,,"Soil and groundwater contamination by PAHs, benzene, styrene, toluene, 
xylene, lead, pesticides and cyanides from wood treatment, coal gasification 
and barrel storage.[30]",5/5/1989,10/4/1989,9/30/1996,–,–,,,
UTD000716399,Wasatch Chemical Co.,,Salt Lake,Utah,,"Liquid and solid waste; air, surface water, groundwater and soil 
contamination by herbicides, pesticides and VOCs including xylene and 
toluene.[31]",1/22/1987,2/11/1991,9/30/1997,–,–,,,
VTD981064223,Bennington Municipal Sanitary Landfill,,Bennington,Vermont,,,6/24/1988,3/31/1989,6/30/1999,–,–,,,
VTD003965415,Burgess Brothers Landfill,,Bennington,Vermont,,,6/24/1988,3/31/1989,3/31/2000,–,–,,,
VTD069910354,Pownal Tannery,,Bennington,Vermont,,,9/29/1998,1/19/1999,9/30/2004,–,–,,,
VTD000509174,"Tansitor Electronics, Inc.",,Bennington,Vermont,,,6/24/1988,10/4/1989,10/1/1996,–,9/29/1999,,,
VTD980520118,Darling Hill Dump,,Caledonia,Vermont,,,6/24/1988,10/4/1989,6/30/1992,–,9/29/1999,,,
VTD981062441,Parker Sanitary Landfill,,Caledonia,Vermont,,,6/24/1988,2/21/1990,9/30/2005,–,–,,,
VTD098352545,Commerce Street Plume,,Chittenden,Vermont,,,9/23/2004,4/27/2005,–,–,–,,,
VTD980523062,Pine Street Canal,,Chittenden,Vermont,,,12/30/1982,9/8/1983,9/16/2004,–,–,,,
VTD988366621,Elizabeth Mine,,Orange,Vermont,,,12/1/2000,6/14/2001,–,–,–,,,
VTD988366571,Ely Copper Mine,,Orange,Vermont,,,6/14/2001,9/13/2001,–,–,–,,,
VTD988366720,Pike Hill Copper Mine,,Orange,Vermont,,,3/8/2004,7/22/2004,–,–,–,,,
VTD980520092,BFI Sanitary Landfill (Rockingham),,Windham,Vermont,,,6/24/1988,10/4/1989,9/26/1996,–,–,,,
VTD000860239,Old Springfield Landfill,,Windsor,Vermont,,,12/30/1982,9/8/1983,9/22/1994,–,–,,,
VAD980551683,Abex Corp.,,City of Portsmouth,Virginia,,,6/24/1988,8/30/1990,–,–,–,,,
VAD042916361,Arrowhead Associates/Scovill Corp.,,Westmoreland Co.,Virginia,,,6/24/1988,2/21/1990,9/27/2002,–,–,,,
VAD990710410,"Atlantic Wood Industries, Inc.",,City of Portsmouth,Virginia,,,6/10/1986,2/21/1990,–,–,–,,,
VAD070358684,"Avtex Fibers, Inc.",,Warren Co.,Virginia,,,10/15/1984,6/10/1986,–,–,–,,,
VAD089027973,Buckingham County Landfill,,Buckingham Co.,Virginia,,,4/10/1985,10/4/1989,9/21/1998,–,–,,,
VAD049957913,"C & R Battery Co., Inc.",,Chesterfield Co.,Virginia,,,1/22/1987,7/22/1987,9/28/1993,–,–,,,
VAD980712913,Chisman Creek,,York Co.,Virginia,,,12/30/1982,9/8/1983,12/21/1990,–,–,,,
VAD059165282,"Culpeper Wood Preservers, Inc.",,Culpeper Co.,Virginia,,,10/15/1984,10/4/1989,–,–,–,,,
VA3971520751,Defense General Supply Center (DLA),,Chesterfield Co.,Virginia,,,10/15/1984,7/22/1987,–,–,–,,,
VAD980552095,Dixie Caverns County Landfill,,Roanoke Co.,Virginia,,,1/22/1987,10/4/1989,9/25/1997,–,9/28/2001,,,
VAD980554984,First Piedmont Rock Quarry (Route 719),,Pittsylvania Co.,Virginia,,,,,,,,,,
VAD123933426,Former Nansemond Ordnance Depot,,City of Suffolk,Virginia,,,,,,,,,,
VA6210020321,Fort Eustis (USARMY),,City of Newport News,Virginia,,,,,,,,,,
VAD003125374,Greenwood Chemical Co.,,Albemarle Co.,Virginia,,,1/22/1987,7/22/1987,9/30/2005,–,–,,,
VAD980539878,"H & H Inc., Burn Pit",,Hanover Co.,Virginia,,,,,,,,,,
VAD980829030,Hidden Lane Landfill,,Loudoun Co.,Virginia,,,,,,,,,,
VAD077923449,Kim-Stan Landfill,,Alleghany Co.,Virginia,,,4/23/1999,7/22/1999,8/3/2009,–,–,,,
VAD007972482,L.A. Clarke & Son,,Spotsylvania Co.,Virginia,,,,,,,,,,
VA2800005033,Langley Air Force Base/NASA Langley Research Center,,City of Hampton,Virginia,,,5/10/1993,5/31/1994,–,–,–,,,
VA1170024722,Marine Corps Combat Development Command,,Prince William Co.,Virginia,,,,,,,,,,
VAD980712970,Matthews Electroplating,,Roanoke Co.,Virginia,,,12/30/1982,9/8/1983,3/29/1988,–,1/19/1989,,,
VA5170022482,Naval Amphibious Base Little Creek,,City of Virginia Beach,Virginia,,,,,,,,,,
VA7170024684,Naval Surface Warfare Center Dahlgren Division,,King George Co.,Virginia,,,2/7/1992,10/14/1992,–,–,–,,,
VA8170024170,Naval Weapons Station Yorktown,,York Co.,Virginia,,,2/7/1992,10/14/1992,–,–,–,,,
VA6170061463,Norfolk Naval Base (Sewells Point Naval Complex),,City of Norfolk,Virginia,,,,,,,,,,
